3259095840; 4; 360; 12; [0, 1]
407386980; 4; 720; 21; [0, 1]
450537408921600; 5; 6; 0; [0, 1]
190070469388800; 5; 8; 0; [0, 1]
133492565606400; 5; 9; 0; [0, 0]
56317176115200; 5; 12; 0; [0, 1]
23758808673600; 5; 16; 0; [0, 1]
16686570700800; 5; 18; 0; [0, 1]
7039647014400; 5; 24; 1; [0, 1]
2969851084200; 5; 32; 0; [0, 1]
2085821337600; 5; 36; 1; [0, 1]
879955876800; 5; 48; 2; [0, 1]
371231385525; 5; 64; 1; [0, 1]
260727667200; 5; 72; 3; [0, 1]
109994484600; 5; 96; 4; [0, 1]
32590958400; 5; 144; 6; [0, 1]
13749310575; 5; 192; 6; [0, 1]
4073869800; 5; 288; 10; [0, 1]
509233725; 5; 576; 15; [0, 1]
312873200640000; 6; 6; 0; [1, 1]
131993381520000; 6; 8; 0; [1, 1]
92703170560000; 6; 9; 0; [1, 0]
67580611338240; 6; 10; 0; [1, 1]
39109150080000; 6; 12; 0; [1, 1]
20023884840960; 6; 15; 0; [1, 1]
16499172690000; 6; 16; 0; [1, 1]
11587896320000; 6; 18; 0; [1, 1]
8447576417280; 6; 20; 1; [1, 1]
4888643760000; 6; 24; 2; [1, 1]
2502985605120; 6; 30; 2; [1, 1]
2062396586250; 6; 32; 1; [1, 1]
1448487040000; 6; 36; 1; [1, 1]
1055947052160; 6; 40; 3; [1, 1]
741625364480; 6; 45; 1; [1, 1]
611080470000; 6; 48; 3; [1, 1]
312873200640; 6; 60; 5; [1, 1]
181060880000; 6; 72; 5; [1, 1]
131993381520; 6; 80; 5; [1, 1]
92703170560; 6; 90; 5; [1, 1]
76385058750; 6; 96; 6; [1, 1]
39109150080; 6; 120; 11; [1, 1]
22632610000; 6; 144; 8; [1, 1]
16499172690; 6; 160; 9; [1, 1]
11587896320; 6; 180; 13; [1, 1]
4888643760; 6; 240; 19; [1, 1]
2829076250; 6; 288; 15; [1, 1]
1448487040; 6; 360; 27; [1, 1]
611080470; 6; 480; 31; [1, 1]
181060880; 6; 720; 45; [1, 1]
22632610; 6; 1440; 71; [1, 1]
229866024960000; 7; 6; 0; [0, 1]
96974729280000; 7; 8; 0; [0, 1]
68108451840000; 7; 9; 0; [0, 0]
49651061391360; 7; 10; 0; [0, 1]
28733253120000; 7; 12; 0; [0, 1]
14711425597440; 7; 15; 0; [0, 1]
12121841160000; 7; 16; 0; [0, 1]
8513556480000; 7; 18; 0; [0, 1]
6206382673920; 7; 20; 0; [0, 1]
3591656640000; 7; 24; 1; [0, 1]
1838928199680; 7; 30; 1; [0, 1]
1515230145000; 7; 32; 0; [0, 1]
1064194560000; 7; 36; 1; [0, 1]
775797834240; 7; 40; 1; [0, 1]
544867614720; 7; 45; 0; [0, 1]
448957080000; 7; 48; 2; [0, 1]
229866024960; 7; 60; 3; [0, 1]
189403768125; 7; 64; 1; [0, 1]
133024320000; 7; 72; 3; [0, 1]
96974729280; 7; 80; 2; [0, 1]
68108451840; 7; 90; 3; [0, 1]
56119635000; 7; 96; 4; [0, 1]
28733253120; 7; 120; 7; [0, 1]
16628040000; 7; 144; 6; [0, 1]
12121841160; 7; 160; 4; [0, 1]
8513556480; 7; 180; 8; [0, 1]
7014954375; 7; 192; 6; [0, 1]
3591656640; 7; 240; 12; [0, 1]
2078505000; 7; 288; 10; [0, 1]
1515230145; 7; 320; 6; [0, 1]
1064194560; 7; 360; 17; [0, 1]
448957080; 7; 480; 19; [0, 1]
259813125; 7; 576; 15; [0, 1]
133024320; 7; 720; 28; [0, 1]
56119635; 7; 960; 27; [0, 1]
16628040; 7; 1440; 43; [0, 1]
2078505; 7; 2880; 60; [0, 1]
175991175360000; 8; 6; 0; [1, 1]
74246277105000; 8; 8; 0; [1, 1]
52145533440000; 8; 9; 0; [1, 0]
38014093877760; 8; 10; 0; [1, 1]
21998896920000; 8; 12; 0; [1, 1]
11263435223040; 8; 15; 1; [1, 1]
9280784638125; 8; 16; 0; [1, 1]
6518191680000; 8; 18; 1; [1, 1]
4751761734720; 8; 20; 0; [1, 1]
2749862115000; 8; 24; 2; [1, 1]
1407929402880; 8; 30; 3; [1, 1]
814773960000; 8; 36; 2; [1, 1]
593970216840; 8; 40; 2; [1, 1]
417164267520; 8; 45; 2; [1, 1]
343732764375; 8; 48; 3; [1, 1]
175991175360; 8; 60; 6; [1, 1]
101846745000; 8; 72; 6; [1, 1]
74246277105; 8; 80; 3; [1, 1]
52145533440; 8; 90; 8; [1, 1]
21998896920; 8; 120; 12; [1, 1]
12730843125; 8; 144; 9; [1, 1]
6518191680; 8; 180; 16; [1, 1]
2749862115; 8; 240; 19; [1, 1]
814773960; 8; 360; 30; [1, 1]
101846745; 8; 720; 47; [1, 1]
139054755840000; 9; 6; 0; [0, 1]
58663725120000; 9; 8; 0; [0, 1]
30035827261440; 9; 10; 0; [0, 1]
17381844480000; 9; 12; 0; [0, 1]
8899504373760; 9; 15; 0; [0, 1]
7332965640000; 9; 16; 0; [0, 1]
3754478407680; 9; 20; 0; [0, 1]
2172730560000; 9; 24; 1; [0, 1]
1112438046720; 9; 30; 1; [0, 1]
916620705000; 9; 32; 0; [0, 1]
469309800960; 9; 40; 1; [0, 1]
271591320000; 9; 48; 2; [0, 1]
139054755840; 9; 60; 3; [0, 1]
114577588125; 9; 64; 1; [0, 1]
58663725120; 9; 80; 2; [0, 1]
33948915000; 9; 96; 4; [0, 1]
17381844480; 9; 120; 7; [0, 1]
7332965640; 9; 160; 4; [0, 1]
4243614375; 9; 192; 6; [0, 1]
2172730560; 9; 240; 12; [0, 1]
916620705; 9; 320; 6; [0, 1]
271591320; 9; 480; 19; [0, 1]
33948915; 9; 960; 27; [0, 1]
112634352230400; 10; 6; 0; [1, 1]
47517617347200; 10; 8; 0; [1, 1]
33373141401600; 10; 9; 0; [1, 0]
14079294028800; 10; 12; 1; [1, 1]
5939702168400; 10; 16; 0; [1, 1]
4171642675200; 10; 18; 1; [1, 1]
1759911753600; 10; 24; 3; [1, 1]
742462771050; 10; 32; 1; [1, 1]
521455334400; 10; 36; 3; [1, 1]
219988969200; 10; 48; 5; [1, 1]
65181916800; 10; 72; 8; [1, 1]
27498621150; 10; 96; 9; [1, 1]
8147739600; 10; 144; 13; [1, 1]
1018467450; 10; 288; 22; [1, 1]
78218300160000; 12; 6; 0; [1, 1]
32998345380000; 12; 8; 0; [1, 1]
23175792640000; 12; 9; 0; [1, 0]
16895152834560; 12; 10; 1; [1, 1]
9777287520000; 12; 12; 2; [1, 1]
5005971210240; 12; 15; 1; [1, 1]
4124793172500; 12; 16; 1; [1, 1]
2896974080000; 12; 18; 1; [1, 1]
2111894104320; 12; 20; 2; [1, 1]
1222160940000; 12; 24; 3; [1, 1]
625746401280; 12; 30; 4; [1, 1]
362121760000; 12; 36; 4; [1, 1]
263986763040; 12; 40; 5; [1, 1]
185406341120; 12; 45; 3; [1, 1]
152770117500; 12; 48; 6; [1, 1]
78218300160; 12; 60; 11; [1, 1]
45265220000; 12; 72; 8; [1, 1]
32998345380; 12; 80; 9; [1, 1]
23175792640; 12; 90; 11; [1, 1]
9777287520; 12; 120; 20; [1, 1]
5658152500; 12; 144; 15; [1, 1]
2896974080; 12; 180; 25; [1, 1]
1222160940; 12; 240; 33; [1, 1]
362121760; 12; 360; 46; [1, 1]
45265220; 12; 720; 75; [1, 1]
57466506240000; 14; 6; 0; [1, 1]
24243682320000; 14; 8; 0; [1, 1]
17027112960000; 14; 9; 0; [1, 0]
12412765347840; 14; 10; 0; [1, 1]
7183313280000; 14; 12; 1; [1, 1]
3677856399360; 14; 15; 1; [1, 1]
3030460290000; 14; 16; 0; [1, 1]
2128389120000; 14; 18; 1; [1, 1]
1551595668480; 14; 20; 1; [1, 1]
897914160000; 14; 24; 3; [1, 1]
459732049920; 14; 30; 3; [1, 1]
378807536250; 14; 32; 1; [1, 1]
266048640000; 14; 36; 3; [1, 1]
193949458560; 14; 40; 3; [1, 1]
136216903680; 14; 45; 2; [1, 1]
112239270000; 14; 48; 5; [1, 1]
57466506240; 14; 60; 8; [1, 1]
33256080000; 14; 72; 8; [1, 1]
24243682320; 14; 80; 5; [1, 1]
17027112960; 14; 90; 8; [1, 1]
14029908750; 14; 96; 9; [1, 1]
7183313280; 14; 120; 16; [1, 1]
4157010000; 14; 144; 13; [1, 1]
3030460290; 14; 160; 9; [1, 1]
2128389120; 14; 180; 19; [1, 1]
897914160; 14; 240; 26; [1, 1]
519626250; 14; 288; 22; [1, 1]
266048640; 14; 360; 37; [1, 1]
112239270; 14; 480; 40; [1, 1]
33256080; 14; 720; 59; [1, 1]
4157010; 14; 1440; 89; [1, 1]
50059712102400; 15; 6; 0; [1, 1]
21118941043200; 15; 8; 1; [1, 1]
14832507289600; 15; 9; 0; [1, 0]
6257464012800; 15; 12; 1; [1, 1]
2639867630400; 15; 16; 1; [1, 1]
1854063411200; 15; 18; 1; [1, 1]
782183001600; 15; 24; 3; [1, 1]
329983453800; 15; 32; 2; [1, 1]
231757926400; 15; 36; 3; [1, 1]
97772875200; 15; 48; 6; [1, 1]
41247931725; 15; 64; 4; [1, 1]
28969740800; 15; 72; 8; [1, 1]
12221609400; 15; 96; 10; [1, 1]
3621217600; 15; 144; 14; [1, 1]
1527701175; 15; 192; 15; [1, 1]
452652200; 15; 288; 23; [1, 1]
56581525; 15; 576; 33; [1, 1]
43997793840000; 16; 6; 0; [1, 1]
18561569276250; 16; 8; 0; [1, 1]
13036383360000; 16; 9; 0; [1, 0]
9503523469440; 16; 10; 0; [1, 1]
5499724230000; 16; 12; 1; [1, 1]
2815858805760; 16; 15; 1; [1, 1]
1629547920000; 16; 18; 1; [1, 1]
1187940433680; 16; 20; 1; [1, 1]
687465528750; 16; 24; 2; [1, 1]
351982350720; 16; 30; 3; [1, 1]
203693490000; 16; 36; 3; [1, 1]
148492554210; 16; 40; 2; [1, 1]
104291066880; 16; 45; 2; [1, 1]
43997793840; 16; 60; 8; [1, 1]
25461686250; 16; 72; 7; [1, 1]
13036383360; 16; 90; 8; [1, 1]
5499724230; 16; 120; 14; [1, 1]
1629547920; 16; 180; 19; [1, 1]
203693490; 16; 360; 34; [1, 1]
34763688960000; 18; 6; 0; [1, 1]
14665931280000; 18; 8; 1; [1, 1]
7508956815360; 18; 10; 1; [1, 1]
4345461120000; 18; 12; 1; [1, 1]
2224876093440; 18; 15; 1; [1, 1]
1833241410000; 18; 16; 1; [1, 1]
938619601920; 18; 20; 3; [1, 1]
543182640000; 18; 24; 4; [1, 1]
278109511680; 18; 30; 4; [1, 1]
229155176250; 18; 32; 3; [1, 1]
117327450240; 18; 40; 7; [1, 1]
67897830000; 18; 48; 7; [1, 1]
34763688960; 18; 60; 11; [1, 1]
14665931280; 18; 80; 11; [1, 1]
8487228750; 18; 96; 13; [1, 1]
4345461120; 18; 120; 23; [1, 1]
1833241410; 18; 160; 18; [1, 1]
543182640; 18; 240; 38; [1, 1]
67897830; 18; 480; 59; [1, 1]
28158588057600; 20; 6; 1; [1, 1]
11879404336800; 20; 8; 0; [1, 1]
8343285350400; 20; 9; 0; [1, 0]
3519823507200; 20; 12; 2; [1, 1]
1484925542100; 20; 16; 1; [1, 1]
1042910668800; 20; 18; 3; [1, 1]
439977938400; 20; 24; 5; [1, 1]
130363833600; 20; 36; 6; [1, 1]
54997242300; 20; 48; 9; [1, 1]
16295479200; 20; 72; 13; [1, 1]
2036934900; 20; 144; 22; [1, 1]
25540669440000; 21; 6; 0; [1, 1]
10774969920000; 21; 8; 1; [1, 1]
7567605760000; 21; 9; 0; [1, 0]
5516784599040; 21; 10; 1; [1, 1]
3192583680000; 21; 12; 1; [1, 1]
1634602844160; 21; 15; 0; [1, 1]
1346871240000; 21; 16; 1; [1, 1]
945950720000; 21; 18; 1; [1, 1]
689598074880; 21; 20; 2; [1, 1]
399072960000; 21; 24; 3; [1, 1]
204325355520; 21; 30; 3; [1, 1]
168358905000; 21; 32; 2; [1, 1]
118243840000; 21; 36; 3; [1, 1]
86199759360; 21; 40; 5; [1, 1]
60540846080; 21; 45; 1; [1, 1]
49884120000; 21; 48; 6; [1, 1]
25540669440; 21; 60; 8; [1, 1]
21044863125; 21; 64; 4; [1, 1]
14780480000; 21; 72; 8; [1, 1]
10774969920; 21; 80; 8; [1, 1]
7567605760; 21; 90; 8; [1, 1]
6235515000; 21; 96; 10; [1, 1]
3192583680; 21; 120; 17; [1, 1]
1847560000; 21; 144; 14; [1, 1]
1346871240; 21; 160; 13; [1, 1]
945950720; 21; 180; 19; [1, 1]
779439375; 21; 192; 15; [1, 1]
399072960; 21; 240; 28; [1, 1]
230945000; 21; 288; 23; [1, 1]
168358905; 21; 320; 18; [1, 1]
118243840; 21; 360; 38; [1, 1]
49884120; 21; 480; 43; [1, 1]
28868125; 21; 576; 33; [1, 1]
14780480; 21; 720; 61; [1, 1]
6235515; 21; 960; 60; [1, 1]
1847560; 21; 1440; 92; [1, 1]
230945; 21; 2880; 127; [1, 1]
19554575040000; 24; 6; 1; [1, 1]
8249586345000; 24; 8; 1; [1, 1]
5793948160000; 24; 9; 0; [1, 0]
4223788208640; 24; 10; 2; [1, 1]
2444321880000; 24; 12; 2; [1, 1]
1251492802560; 24; 15; 2; [1, 1]
1031198293125; 24; 16; 1; [1, 1]
724243520000; 24; 18; 3; [1, 1]
527973526080; 24; 20; 4; [1, 1]
305540235000; 24; 24; 7; [1, 1]
156436600320; 24; 30; 8; [1, 1]
90530440000; 24; 36; 6; [1, 1]
65996690760; 24; 40; 8; [1, 1]
46351585280; 24; 45; 5; [1, 1]
38192529375; 24; 48; 10; [1, 1]
19554575040; 24; 60; 16; [1, 1]
11316305000; 24; 72; 15; [1, 1]
8249586345; 24; 80; 13; [1, 1]
5793948160; 24; 90; 19; [1, 1]
2444321880; 24; 120; 32; [1, 1]
1414538125; 24; 144; 23; [1, 1]
724243520; 24; 180; 38; [1, 1]
305540235; 24; 240; 49; [1, 1]
90530440; 24; 360; 70; [1, 1]
11316305; 24; 720; 108; [1, 1]
18021496356864; 25; 6; 0; [0, 1]
7602818775552; 25; 8; 0; [0, 1]
5339702624256; 25; 9; 0; [0, 0]
2252687044608; 25; 12; 0; [0, 1]
950352346944; 25; 16; 0; [0, 1]
667462828032; 25; 18; 0; [0, 1]
281585880576; 25; 24; 1; [0, 1]
118794043368; 25; 32; 0; [0, 1]
83432853504; 25; 36; 1; [0, 1]
35198235072; 25; 48; 2; [0, 1]
14849255421; 25; 64; 1; [0, 1]
10429106688; 25; 72; 3; [0, 1]
4399779384; 25; 96; 4; [0, 1]
1303638336; 25; 144; 6; [0, 1]
549972423; 25; 192; 6; [0, 1]
162954792; 25; 288; 10; [0, 1]
20369349; 25; 576; 15; [0, 1]
6518191680000; 27; 8; 1; [1, 1]
3337314140160; 27; 10; 1; [1, 1]
814773960000; 27; 16; 1; [1, 1]
417164267520; 27; 20; 2; [1, 1]
101846745000; 27; 32; 2; [1, 1]
52145533440; 27; 40; 5; [1, 1]
12730843125; 27; 64; 4; [1, 1]
6518191680; 27; 80; 8; [1, 1]
814773960; 27; 160; 13; [1, 1]
101846745; 27; 320; 18; [1, 1]
14366626560000; 28; 6; 1; [1, 1]
6060920580000; 28; 8; 0; [1, 1]
4256778240000; 28; 9; 0; [1, 0]
3103191336960; 28; 10; 1; [1, 1]
1795828320000; 28; 12; 2; [1, 1]
919464099840; 28; 15; 2; [1, 1]
757615072500; 28; 16; 1; [1, 1]
532097280000; 28; 18; 3; [1, 1]
387898917120; 28; 20; 2; [1, 1]
224478540000; 28; 24; 5; [1, 1]
114933012480; 28; 30; 7; [1, 1]
66512160000; 28; 36; 6; [1, 1]
48487364640; 28; 40; 5; [1, 1]
34054225920; 28; 45; 4; [1, 1]
28059817500; 28; 48; 9; [1, 1]
14366626560; 28; 60; 14; [1, 1]
8314020000; 28; 72; 13; [1, 1]
6060920580; 28; 80; 9; [1, 1]
4256778240; 28; 90; 16; [1, 1]
1795828320; 28; 120; 26; [1, 1]
1039252500; 28; 144; 22; [1, 1]
532097280; 28; 180; 32; [1, 1]
224478540; 28; 240; 42; [1, 1]
66512160; 28; 360; 59; [1, 1]
8314020; 28; 720; 93; [1, 1]
12514928025600; 30; 6; 1; [1, 1]
5279735260800; 30; 8; 2; [1, 1]
3708126822400; 30; 9; 0; [1, 0]
1564366003200; 30; 12; 3; [1, 1]
659966907600; 30; 16; 2; [1, 1]
463515852800; 30; 18; 3; [1, 1]
195545750400; 30; 24; 8; [1, 1]
82495863450; 30; 32; 5; [1, 1]
57939481600; 30; 36; 8; [1, 1]
24443218800; 30; 48; 13; [1, 1]
7242435200; 30; 72; 19; [1, 1]
3055402350; 30; 96; 22; [1, 1]
905304400; 30; 144; 30; [1, 1]
113163050; 30; 288; 49; [1, 1]
10999448460000; 32; 6; 1; [1, 1]
3259095840000; 32; 9; 0; [1, 0]
2375880867360; 32; 10; 1; [1, 1]
1374931057500; 32; 12; 2; [1, 1]
703964701440; 32; 15; 2; [1, 1]
407386980000; 32; 18; 3; [1, 1]
296985108420; 32; 20; 2; [1, 1]
87995587680; 32; 30; 7; [1, 1]
50923372500; 32; 36; 6; [1, 1]
26072766720; 32; 45; 4; [1, 1]
10999448460; 32; 60; 14; [1, 1]
3259095840; 32; 90; 16; [1, 1]
407386980; 32; 180; 32; [1, 1]
9194640998400; 35; 6; 1; [1, 1]
3878989171200; 35; 8; 1; [1, 1]
2724338073600; 35; 9; 0; [1, 0]
1149330124800; 35; 12; 2; [1, 1]
484873646400; 35; 16; 1; [1, 1]
340542259200; 35; 18; 2; [1, 1]
143666265600; 35; 24; 5; [1, 1]
60609205800; 35; 32; 2; [1, 1]
42567782400; 35; 36; 5; [1, 1]
17958283200; 35; 48; 8; [1, 1]
7576150725; 35; 64; 4; [1, 1]
5320972800; 35; 72; 11; [1, 1]
2244785400; 35; 96; 13; [1, 1]
665121600; 35; 144; 18; [1, 1]
280598175; 35; 192; 18; [1, 1]
83140200; 35; 288; 28; [1, 1]
10392525; 35; 576; 39; [1, 1]
8690922240000; 36; 6; 1; [1, 1]
3666482820000; 36; 8; 1; [1, 1]
1877239203840; 36; 10; 2; [1, 1]
1086365280000; 36; 12; 3; [1, 1]
556219023360; 36; 15; 2; [1, 1]
458310352500; 36; 16; 2; [1, 1]
234654900480; 36; 20; 4; [1, 1]
135795660000; 36; 24; 6; [1, 1]
69527377920; 36; 30; 9; [1, 1]
29331862560; 36; 40; 9; [1, 1]
16974457500; 36; 48; 12; [1, 1]
8690922240; 36; 60; 18; [1, 1]
3666482820; 36; 80; 15; [1, 1]
1086365280; 36; 120; 34; [1, 1]
135795660; 36; 240; 55; [1, 1]
7039647014400; 40; 6; 2; [1, 1]
2969851084200; 40; 8; 1; [1, 1]
2085821337600; 40; 9; 0; [1, 0]
879955876800; 40; 12; 4; [1, 1]
371231385525; 40; 16; 1; [1, 1]
260727667200; 40; 18; 5; [1, 1]
109994484600; 40; 24; 8; [1, 1]
32590958400; 40; 36; 10; [1, 1]
13749310575; 40; 48; 13; [1, 1]
4073869800; 40; 72; 20; [1, 1]
509233725; 40; 144; 31; [1, 1]
6385167360000; 42; 6; 1; [1, 1]
2693742480000; 42; 8; 2; [1, 1]
1891901440000; 42; 9; 0; [1, 0]
1379196149760; 42; 10; 2; [1, 1]
798145920000; 42; 12; 3; [1, 1]
408650711040; 42; 15; 2; [1, 1]
336717810000; 42; 16; 2; [1, 1]
236487680000; 42; 18; 3; [1, 1]
172399518720; 42; 20; 5; [1, 1]
99768240000; 42; 24; 8; [1, 1]
51081338880; 42; 30; 8; [1, 1]
42089726250; 42; 32; 5; [1, 1]
29560960000; 42; 36; 8; [1, 1]
21549939840; 42; 40; 11; [1, 1]
15135211520; 42; 45; 5; [1, 1]
12471030000; 42; 48; 13; [1, 1]
6385167360; 42; 60; 19; [1, 1]
3695120000; 42; 72; 19; [1, 1]
2693742480; 42; 80; 17; [1, 1]
1891901440; 42; 90; 19; [1, 1]
1558878750; 42; 96; 22; [1, 1]
798145920; 42; 120; 37; [1, 1]
461890000; 42; 144; 30; [1, 1]
336717810; 42; 160; 27; [1, 1]
236487680; 42; 180; 43; [1, 1]
99768240; 42; 240; 59; [1, 1]
57736250; 42; 288; 49; [1, 1]
29560960; 42; 360; 81; [1, 1]
12471030; 42; 480; 89; [1, 1]
3695120; 42; 720; 127; [1, 1]
461890; 42; 1440; 189; [1, 1]
5562190233600; 45; 6; 1; [1, 1]
2346549004800; 45; 8; 2; [1, 1]
695273779200; 45; 12; 3; [1, 1]
293318625600; 45; 16; 2; [1, 1]
86909222400; 45; 24; 7; [1, 1]
36664828200; 45; 32; 4; [1, 1]
10863652800; 45; 48; 12; [1, 1]
4583103525; 45; 64; 7; [1, 1]
1357956600; 45; 96; 19; [1, 1]
169744575; 45; 192; 27; [1, 1]
4888643760000; 48; 6; 2; [1, 1]
2062396586250; 48; 8; 2; [1, 1]
1448487040000; 48; 9; 0; [1, 0]
1055947052160; 48; 10; 3; [1, 1]
611080470000; 48; 12; 4; [1, 1]
312873200640; 48; 15; 3; [1, 1]
181060880000; 48; 18; 5; [1, 1]
131993381520; 48; 20; 6; [1, 1]
76385058750; 48; 24; 8; [1, 1]
39109150080; 48; 30; 12; [1, 1]
22632610000; 48; 36; 10; [1, 1]
16499172690; 48; 40; 12; [1, 1]
11587896320; 48; 45; 7; [1, 1]
4888643760; 48; 60; 24; [1, 1]
2829076250; 48; 72; 20; [1, 1]
1448487040; 48; 90; 27; [1, 1]
611080470; 48; 120; 42; [1, 1]
181060880; 48; 180; 54; [1, 1]
22632610; 48; 360; 94; [1, 1]
4505374089216; 50; 6; 1; [1, 1]
1900704693888; 50; 8; 1; [1, 1]
1334925656064; 50; 9; 0; [1, 0]
563171761152; 50; 12; 3; [1, 1]
237588086736; 50; 16; 1; [1, 1]
166865707008; 50; 18; 3; [1, 1]
70396470144; 50; 24; 7; [1, 1]
29698510842; 50; 32; 3; [1, 1]
20858213376; 50; 36; 7; [1, 1]
8799558768; 50; 48; 11; [1, 1]
2607276672; 50; 72; 16; [1, 1]
1099944846; 50; 96; 18; [1, 1]
325909584; 50; 144; 25; [1, 1]
40738698; 50; 288; 40; [1, 1]
1629547920000; 54; 8; 2; [1, 1]
834328535040; 54; 10; 2; [1, 1]
203693490000; 54; 16; 2; [1, 1]
104291066880; 54; 20; 5; [1, 1]
25461686250; 54; 32; 5; [1, 1]
13036383360; 54; 40; 11; [1, 1]
1629547920; 54; 80; 17; [1, 1]
203693490; 54; 160; 27; [1, 1]
3591656640000; 56; 6; 2; [1, 1]
1515230145000; 56; 8; 1; [1, 1]
1064194560000; 56; 9; 0; [1, 0]
775797834240; 56; 10; 2; [1, 1]
448957080000; 56; 12; 4; [1, 1]
229866024960; 56; 15; 3; [1, 1]
189403768125; 56; 16; 1; [1, 1]
133024320000; 56; 18; 5; [1, 1]
96974729280; 56; 20; 4; [1, 1]
56119635000; 56; 24; 8; [1, 1]
28733253120; 56; 30; 11; [1, 1]
16628040000; 56; 36; 10; [1, 1]
12121841160; 56; 40; 8; [1, 1]
8513556480; 56; 45; 6; [1, 1]
7014954375; 56; 48; 13; [1, 1]
3591656640; 56; 60; 22; [1, 1]
2078505000; 56; 72; 20; [1, 1]
1515230145; 56; 80; 13; [1, 1]
1064194560; 56; 90; 24; [1, 1]
448957080; 56; 120; 38; [1, 1]
259813125; 56; 144; 31; [1, 1]
133024320; 56; 180; 48; [1, 1]
56119635; 56; 240; 59; [1, 1]
16628040; 56; 360; 84; [1, 1]
2078505; 56; 720; 129; [1, 1]
3128732006400; 60; 6; 3; [1, 1]
1319933815200; 60; 8; 3; [1, 1]
927031705600; 60; 9; 0; [1, 0]
391091500800; 60; 12; 6; [1, 1]
164991726900; 60; 16; 4; [1, 1]
115878963200; 60; 18; 7; [1, 1]
